id,is_cheating
form_r_AAABmJpaBSZniRCnvHlBs66K,0.681154432022318
form_r_JiL6ylwnijP66wTCo52XSP,0.8213521411669735
form_r_AAABmLN7KCDw89RJl3RORa5n,0.4803902910217649
form_r_AAABmN2ij3UoaExF4jxFcZ_7,0.07493073999095967
form_r_AAABmJYbGzEuL3gArMVHMZ1P,0.43327405301827826
form_r_EY24YpzkrEVk7C1ZHbnxS4,0.9707260786537883
form_r_GfUk6aNZuG62f1n0MIJTrl,0.7714744346241231
form_r_VBJsw1BGoEgyASQs7QKJiG,0.9184110849009303
form_r_23ZjTCgwwnJpykvj4u2ZfH,0.36058748363025184
form_r_AAABmNHW7MjSDFSznp1MNLTN,0.10230566152046106
form_r_dbcPJq8w5RoXHAKIXidfEz,0.9432254331291097
form_r_AAABmMxIzkeS8h88dcdIDoOm,0.10414752440121296
form_r_AAABmMmxjT8-6TvqUy5KAoUD,0.37461384984707663
form_r_AAABmIpL3ZZmzhW5RBBMBpWL,0.08191282821037275
form_r_XasaW4Hz9bBQc1Z1G6S6ZV,0.9524406673596924
form_r_AAABmJIJiPFfZV26TX9BzqmX,0.08838640126498012
form_r_AAABmJ5Qc_Z1zbND3m1NNoA4,0.15251255136145253
form_r_MXcwFiOBvF5VKsYGAxeuy5,0.7934199128936263
form_r_AAABmKGP_2i3x9LOSaRMfqlV,0.17217176316569216
form_r_XyaLNZTh7QRBmTORkNjqOt,0.9337894216109849
form_r_g25UjSaPyTYMnVSjM1ZfAn,0.8787223039688967
form_r_AAABmJ7RR4376WBUjGBIPozn,0.09270589396670745
form_r_AAABmK0Sn4hAfbsGQBpCqIqy,0.13960059964101815
form_r_HzRWae5e6dRuPv7NpQ1YZq,0.6651535510045812
form_r_AAABmLD3fQlmg1g_fe5MmJPW,0.12421999787051183
form_r_hAHNNIaENNC7BUdCkmexho,0.9183957220041634
form_r_hvq6WSjoZGZH7jIrT9mGLu,0.8870533030812258
form_r_xYU9wWCfJbvTabQbueCkdN,0.7979671568443271
form_r_ERWkQOTWqCDxclVfzLUvq9,0.8991038450045545
form_r_AAABmL_HbR24F83TV45G36BO,0.115104730095319
form_r_83qpyRWxZOiNOx3q23LIS3,0.896800138899448
form_r_Z3wEWPzKte9V2Lc8WEiYfv,0.9280400066008513
form_r_AAABmIrWo5pISuu1GmpAh7cy,0.14481999642146043
form_r_hxMXLR5BUv3cxNYrFfanYZ,0.9518060226023275
form_r_AAABmJsFzkaXCK8vax9LNaWO,0.31229822303248317
form_r_EStN3iguw4JczNuDzP0kZU,0.901596858910968
form_r_Lbdg8OmlMv0vhPujfCokjs,0.8548373708637735
form_r_AAABmMLXIESJ7b_ASJBBS5zk,0.6438341447349099
form_r_Tn4MdJu2jQYTRDn09BZqyd,0.6201738777798181
form_r_AAABmKWRCPHRDVJNXixCzbU1,0.11196246772365485
form_r_KU0EIri0bvPDm7wpJTXR1L,0.9459058831672191
form_r_AAABmKLWfa7BMskbY65PDJNs,0.10951696419664078
form_r_AAABmNuq_DYvefA2oNVAx7NM,0.0720186391274635
form_r_a8qhHITPcvaJ6ZDxKz1hmY,0.6487252298780557
form_r_AAABmNIWzmReY9NxIJdCpZ-4,0.23658087795062036
form_r_AAABmKeXT-8XgGJiRmxLsY4_,0.09826425636413874
form_r_kTf7BMvEa1kwSjeUZGWM8a,0.9313473887804259
form_r_AAABmLu30HvOXL11lZ1M-Ynm,0.05976110843224906
form_r_PdehWiKxOJ0SwNXc9jUIzn,0.865236494719347
form_r_3kO59miDfOFjM39rTBFzk8,0.9650471918330409
form_r_AAABmMnpWCCazIfFtrpFY6V-,0.05263503727602502
form_r_AAABmKO_RCDjOHCIfFNKbKcP,0.24621627341613608
form_r_IAIoA8Nnp6wJTMU25b99tS,0.6451885177405754
form_r_IALF69AcVKgwubsLf9InYW,0.9486620970447628
form_r_AAABmKNarD2Fb7uewzdL7riG,0.22933745176815262
form_r_AAABmNFZgPzqKetpU1pDLoPw,0.15462964158398285
form_r_AAABmIbKA4o3xvPn4UdBApcH,0.5065420479890677
form_r_AAABmMlKz7kc6C7gIPRMuo1q,0.5076160982414355
form_r_AAABmIUtX0ikUJR0yN5PV6JG,0.2887920444450372
form_r_AAABmL6KUyXicQUdqaNEoKFy,0.22734538222437103
form_r_P4bXUXDXlTygqwOlkGvXvV,0.9216984221094512
form_r_4NtVA5CDMc6Dr2L9gajbBJ,0.8830609141859422
form_r_5j1EkRlordKeeZsXGBN7xm,0.8608577745664014
form_r_VNxNqRU1WAn9yDgl1MJvgp,0.8905001753807206
form_r_AAABmLHojSDfRHIeCrpK3Kr-,0.3000159830828978
form_r_Z6medDyOkdumn3vWQMafeo,0.9324514298351755
form_r_AAABmL8OYgTnTXw3qrBG2JCw,0.27438528929135747
form_r_qJgEkf4YQYKc0o3JF8RseA,0.7391319380446918
form_r_w0OhML0Uj9BGeKxGJCT4JM,0.8260834363666563
form_r_JfJOrkUuJlTHQVnwNwhOiN,0.9389580842053353
form_r_AAABmKSCS1MmWRsHSodM26Ph,0.514585883790639
form_r_zqyU7qsTwutOP9KzyDrehI,0.7530019050151247
form_r_AAABmKfMIM91peyTpLRMT6br,0.0818773395555656
form_r_AAABmIdvMeiFziZMu7hCII5a,0.5941358667195448
form_r_BAgTdlU23bx17t1HI0bopr,0.9547263775673723
form_r_UqeWHfN42rrCAES7sLxXZR,0.9228947659482415
form_r_PUr6oZpBNNCJbIkN51dV9R,0.8888327974256878
form_r_AAABmJTAOf4XdhN4_LlL4Yd0,0.359060894170955
form_r_bGIakX2KgOENAJDkMj0tg7,0.8963631364683312
form_r_hM5Gn7kTnnE2M4yCx0MpAb,0.9053962419817644
form_r_AAABmIi-G67ai-yEDGlJTbxf,0.3459094086295452
form_r_AAABmLNSZAbYfEgNtiNJeJY6,0.1451330919450652
form_r_C6DOxRynlbqzR8kmbvbXOI,0.8378364690236099
form_r_lb1Mu2DkPFU2uoLAmDJJ8R,0.8556781299378958
form_r_AAABmIVn16gekWZdt15JRplV,0.12405558355118554
form_r_xDXgp42u7XhcYlZcg714Lk,0.9403496702911383
form_r_PcZOzYB5FvRFG0oSPHkuGQ,0.9226415321193908
form_r_PQ8CqL8VOocoAhoNC4CnIU,0.3249610697678563
form_r_jn5SPda3Erbtv99Sb6kEUS,0.9395600827169879
form_r_vRalgQWer740J1T5XWS2ax,0.4153715815910351
form_r_AAABmIYTf2Ozc6Gp7FhN4IR_,0.06438070735608921
form_r_AAABmIvZ0VR9bB6R7lBLAb7Y,0.6404400430476914
form_r_AAABmMZ-IHbba1Rng9lH3phn,0.4499032296657032
form_r_8C98odlRGtjd89eklLe5DL,0.65818594797151
form_r_J4gXtNOFOuCuFF1OIozEtL,0.8952978279751432
form_r_AAABmLO9-PBcTVeRqhpL-bdl,0.05237420758306721
form_r_ouyqG1Pbic6cTx5nlo8I4V,0.9011379032910007
form_r_R0lhQZXHGP1UBTSug92mcb,0.8103946244483831
form_r_AAABmMPf2BHmUy_UCTJB27EW,0.06299150825221894
form_r_AAABmNfEU5ZD1iU33yZGZ5F0,0.07553316278417506
form_r_AAABmJGLHlWCgPT0q81Dir5Z,0.14409671912129826
form_r_YVNyTGIeh4cieYVTd9GqOZ,0.7286525940172152
form_r_AAABmL8H129f7P1XEYtB24SO,0.290809761318749
form_r_AAABmKgCxIbwTLk3WS1A_bJ2,0.1944533579308405
form_r_AAABmKT_qspt8xQsdl9JWLbZ,0.1632090532016052
form_r_AAABmIlSw1fXQYaHd4lNx6QC,0.21519337868488647
form_r_AAABmMM404GiPdlMpVJD-554,0.7287556722550887
form_r_Z9miBYjTHOOK8REoYZFfvj,0.7389861791530163
form_r_AAABmKVVqZz-YfadJHhO_JcC,0.729605225742542
form_r_AAABmIqgs1_zBAjEfP1MgLyF,0.3141419512685887
form_r_dzRASnyPR0Axmn1I95difm,0.9153124116420912
form_r_4Xr8OYfiahBFiQI67A0gIU,0.8779107490111417
form_r_AAABmMxrVKrIGmAGk_NIEKUz,0.5352021503856781
form_r_r2Y5vhAD2LKEaUaN7RiW0E,0.9634076206146572
form_r_AAABmKUKXPNX2xH9fwJFj6TS,0.1353949650930431
form_r_AAABmMMXIex2tttPsNBHu4ZU,0.29887551251607725
form_r_dxiKmgaGscm9d4DJhF2i3Z,0.9402457130479996
form_r_Tei5iqwKXFvjY66OLaxhfo,0.937201120886266
form_r_Dde5SIUy8hrnzRuEb4l74s,0.9621164511680471
form_r_X9TdMfAslpJxjjF5HC76Id,0.8322455642215061
form_r_gc78Yv58pz4IZB3p7ZWXWw,0.9660619348445468
form_r_YIYJKnn5f5FnDZ97SQ4iDr,0.896682755669653
form_r_jErTS3613kPMwJf6pvob9H,0.6909911477689735
form_r_AAABmKkl5s1DV7QGDudK5rEY,0.1519996241279775
form_r_AAABmIV5hhFhpl6UsalEcrli,0.4117362827125158
form_r_SIp5uIpox9NmWG1OTUzRa8,0.5164063935123858
form_r_8RzMgW3ndd9MpbBgaTYXsO,0.8099951874268427
form_r_AAABmMNoIdglgOmvtVZPYIsC,0.10420343282774411
form_r_AAABmITma1lOwZx_1GBLG5Vt,0.08910881663143046
form_r_KqOcr4mk1heTQsYWtMBRAN,0.937456522079487
form_r_8Eg2WsGlUrV2wrWsgfLLSe,0.8001917851857814
form_r_6oSyfGyc44SWNUjADfF9TI,0.9263671808114073
form_r_p2ih7I714rWj1kn5PmnnIB,0.6388942200767501
form_r_AAABmM5m5h3s73S1VpBHRo_c,0.7043240376017585
form_r_7etDYVE8Hhyh5RzZWhYaB1,0.9091953562036702
form_r_pABNXRxdijV0w9DfHgdiIy,0.8379588445478623
form_r_o0aOQHZi8nWWyfopZDqVCn,0.7497931679583767
form_r_AAABmJoPwNySkjTB6nVIOpkP,0.12331788608143927
form_r_AAABmKqRWXp_OVP-M7tAKKys,0.23691156401858002
form_r_AAABmKLyUgdvTuW77rlK2r6G,0.13529675470683533
form_r_AAABmJQLGfrhFlmgAwJExY_f,0.14841120097215224
form_r_AAABmMkcxIrkbDM-kgBPobeI,0.6222293051909901
form_r_2O76pAgRX5e0niLmhyAE6V,0.8858824796933756
form_r_VO5uAQTWZOmWegDMbr3rLR,0.9614156600477948
form_r_gEvFpitl77OQLPBTcaOLo3,0.9578259975073069
form_r_AAABmNNY4XGOQs-OiV1GXZHG,0.07646300179539925
form_r_AAABmJpnflB0vVZv-UBGP7lD,0.15553559975072778
form_r_mJmZ753E1keSP5Qkoxy8jf,0.8703095909566432
form_r_AAABmIfRT8E9yaMXWnZPNaBf,0.21583035875590512
form_r_AAABmNN4UokjN2U3de9N1rNW,0.12691072358164943
form_r_hnGJ6QYbJBLu8XpyXTA7Wf,0.9458453557000354
form_r_AAABmMRu_Cbr9ksnncVDuYAi,0.19464288519693906
form_r_6JH4j6sdPPXqE96AfIPv2s,0.2867466690403883
form_r_3O5tYOMGQGRl4fXEbpyUhR,0.8479974430997892
form_r_AAABmOCeIggv5XRPRM9EQbsu,0.15792093713363003
form_r_FIr8KaLAihAE3g80PT6KhS,0.9309300753099616
form_r_5ZUCYaldEhcoz1C6th3D0X,0.9338641910128207
form_r_e6NqMIl5HWTyiHd24AHekm,0.4028897893155712
form_r_HD6l1kEOAgtzfNdZ7tbvv1,0.8510110958479725
form_r_2idLvUv4Ovyrlw5QwGk4WM,0.5781644284151987
form_r_hEcas6g4RLFtACxiUwcf9t,0.9621097909432816
form_r_3KBDLNHQ82anqB0Rtv2MG7,0.9377625366701461
form_r_AAABmL9o0uZfZHNhgHxOcYjn,0.07818868409463628
form_r_AAABmJ9y_VelSjbTH2NAUKgo,0.1036285251515681
form_r_QNwQloiwIASXnHZwGYfItp,0.8129566938395781
form_r_2k89EEDjl4cnbAhjSFEQ2p,0.9699843639275632
form_r_AAABmLoV9MzHG_shR-JMybtu,0.3179463483607453
form_r_pZRx2pac5QpuIwDUBhES04,0.6568142030272023
form_r_AAABmJ7wl6mmTUIdTadEBo-1,0.13335715264889308
form_r_AAABmK8NQHTMkk9XpWVOa7AJ,0.4869961064668513
form_r_thi4KU5W9z76BI61HBjXhP,0.9328718234066257
form_r_A9wHDGZedD7MKnsIqjaMhD,0.6209935688217921
form_r_AAABmKTeZrBif4u6EJ9NC5VP,0.3607061974674578
form_r_fcXYmaF5r2NTgGoonJiaD3,0.6785828754126753
form_r_AAABmKrYndabvGs40qhMhqu2,0.2072060998079254
form_r_AAABmNNSqJyzXJhrTNtKBJzZ,0.4245250924279464
form_r_FxtYcGjSqdqVR7qWSNM6Xq,0.9494574380999221
form_r_WuU5kjJ90rk6u1h3nI1EEn,0.7343992445589651
form_r_ZuYxp32MYdH7jBRhu7UcQB,0.723074805489688
form_r_uAgISaC5cRjLR6uA1uxOga,0.9439939562578319
form_r_eNiUDzfr5dw3QltO94TcAr,0.9135745550630953
form_r_AAABmLMMfUm7vXgkg5tCKZMZ,0.2349829948036899
form_r_v4os4ZncOVex0CoLTSunH0,0.646331872647017
form_r_4AwVa6ebyvpzIiltQJp7HP,0.8165307537222312
form_r_AAABmKWYaqHGXm17Z8lEubmM,0.5688799970476474
form_r_AAABmL55aUYCw_zxkY1Eu7oW,0.5618653211501463
form_r_lpaXyOcCLgf94thbnjHYc0,0.9492184685275447
form_r_aKkBYnebQxzGWaEaR7QJHo,0.8913775877190583
form_r_xkpbwy6OIrItPr7tMERhmy,0.6867352566455323
form_r_jl4Gpd6DmaZDZOtdnZMwoI,0.945708582999727
form_r_S3KDM6TBp9noOKaTVX6tjz,0.4545070568218453
form_r_GK0MQZgLG5ZmN6EMJIbPqY,0.8834882952469499
form_r_AAABmKnlUcc4Yt9oXv9PwJGr,0.24666883001524123
form_r_Xl21WX8eAXmbXZTGvO22Er,0.9009915339027552
form_r_AAABmOLmGXFPIL_FLQxCwIkF,0.45699285533442646
form_r_AAABmIqnmvQIU8GLUnVM45xw,0.10939206057755654
form_r_AAABmLU_sCF2QFfLmLlLZ4IH,0.16807233521807066
form_r_AAABmMxB6VreH_ZFItVNT4PS,0.23328837029454458
form_r_AAABmNHO674WXFN62kJKP70m,0.10755316092079052
form_r_Ue5ERGsvaKbwX9ulk5wHRl,0.7927800890313842
form_r_dfs6ooQPzmJkefyF1TwiLi,0.8956165251042265
form_r_dm2W65cEltcgsTlThr5p56,0.9550895563677239
form_r_uUNxYobBEqrz5BSOQkcYzV,0.6555004450836904
form_r_YQ4UgnmGdKlxU58rMtMuUy,0.5575622554262785
form_r_AAABmIjlW749Ix8BZDFAwJHr,0.06885584742277698
form_r_COdeRHxoNp5QNcDvTHnvzy,0.6535049887080312
form_r_AAABmNEcytQGSxG5nLRKfKi9,0.23077269754188423
form_r_AAABmKY-GQKXub2HJ4VH-5XP,0.050824185442003525
form_r_AAABmIXIr2AyQxQJdpFOuL_0,0.23913103246218959
form_r_lb2vnpPMI89CmttrQ3iAvy,0.8988138763122062
form_r_AAABmIf7GfxvFN9oyshB27tY,0.3720044719580787
form_r_AAABmNHALTMuQa0PVKlFJocw,0.26054390433846414
form_r_AAABmL4jURzXPInc2d5Mep30,0.20688578843549763
form_r_AAABmL8OCZzT-0k3R7hI_LFG,0.5966920241266931
form_r_8xaGNvEifoBnH8kSDTiGGt,0.8791210350885551
form_r_TDiJ8a5waQhkXqOCIT7FOU,0.9167500656153127
form_r_AAABmLz9OmWyAI717NZE3auc,0.1506726618617744
form_r_oaukViMT1ERahfbuJJiSey,0.8428400475951683
form_r_UYnJKY0YOy9SQfF2xeJkoG,0.8822351505772204
form_r_RklgukVvpSiy5Vbjn4inFB,0.8583207163221613
form_r_ZoPKYWJLBHIQJJSAUr3ZT9,0.9691838357746383
form_r_sJZvPThNHEHXsPmxttPWYG,0.4151869634095955
form_r_AAABmK1XL7f9lyoDoL9IAbiv,0.23997531105057543
form_r_lWko9Sg9oC9YT79EA6mxrz,0.9733994824493793
form_r_AAABmKeZnokTCISGv7VNYIZN,0.09907759549625172
form_r_AAABmJ6XMOMS94jtxvtI5a6I,0.22532878346452806
form_r_AAABmJ7cCJdeQ4KSnfZExrHF,0.23209032641048405
form_r_AAABmJdk4T8ibOdmvLJI_aNb,0.6811477190395909
form_r_grpxsgPgGKvwOgkJDLSbwI,0.975420995579479
form_r_97MPUxdZwWSMZPDcOc5qqB,0.9311721991923623
form_r_AAABmMydBxzKWLxCh1FBSb6b,0.26173451146525045
form_r_AAABmMNu8L_PdkWn4fNJW7ds,0.11590583259556295
form_r_81sL3J0o73U7yqm07mgJYk,0.9598348837496025
form_r_ezk4Ev5T1Z18YqnMZgk50R,0.7948428168210072
form_r_PiqXRL895dceuYpZ1BxQu0,0.9088098018343344
form_r_M9KAudJWN7xN56mElvArUM,0.9604599887341647
form_r_AAABmNzvOBK4FEjX6glK2L_y,0.5077073151031782
form_r_lI3gCDQWKT066EYs026caj,0.9219554944235979
form_r_2TcFvkMRlfR5kUVYibaK9x,0.9141661310879259
form_r_r29m7nxR4WHygakV7PgaSn,0.8294335699082669
form_r_WMRVqW3d27VatA7rhtxNd7,0.9556547259753898
form_r_AAABmJnqW5god_VPHgZKF4BK,0.21259878520675043
form_r_AAABmIk9MWbacbes-3BFaKoC,0.148891772103292
form_r_AAABmI1eaOAogrs-zixMFL8c,0.29093852505794615
form_r_xOk9g3BwiNCTje7JqwKjfr,0.9487557508204734
form_r_AAABmMlkbYwU8rmM1jJNkLeP,0.1693135776361377
form_r_AAABmLMiGy_CvTlUIYxMcazI,0.8187570634564135
form_r_Ikeu3RDtCZzV3osMA21j3R,0.8958870654299924
form_r_AAABmMEwOL5bwnr72eNDf6AV,0.05743710954246195
form_r_53i7l0iGLB5DT6sWyg41RR,0.8069419001016991
form_r_IR1Q4XmjELEDhglwU0DXUb,0.8601708889844566
form_r_AAABmNBfvbUEKLHpW0VL1Kyu,0.38003297355691357
form_r_AAABmN7yGLLvZ_yHMShF-q45,0.17078882957970293
form_r_ZPc0UMxtIUENlGwNazwH5c,0.9587061772625048
form_r_AAABmInai0_h1HROsRhKaK4H,0.31382189973832003
form_r_AAABmJHY-9f2-D8S8AFF6ItZ,0.058792275576799356
form_r_UfZGrEE1a3GgcHcbmMPHJi,0.9487791416551303
form_r_AAABmL910wk8mURVc4NGPbwU,0.189628506381286
form_r_AAABmLE0CZE0oDhnoVxA3pL4,0.534946676884468
form_r_AAABmK8vbL6yc0bGUENIR4Gg,0.2283503045287818
form_r_aTa5e8IjeCvxpmSPs383pQ,0.9400536959481451
form_r_LrUWwesZQjOKoWAgBXDPPy,0.9143161015333785
form_r_AAABmMiq9MlZnj9XrUlEGrpb,0.4138101632907899
form_r_b9R8UTfj2S4em531ZkVulT,0.8998658822225402
